N,P,K,temperature,humidity,ph,rainfall,label
51.02682908829891,33.81425651502312,118.28710963376399,31.356366852038803,71.44501105739407,6.8018915000156515,48.21141556745956,artichoke
64.33936388341878,57.50227648951336,5.0,18.003221338954393,81.66185074208798,7.790420765986092,160.20696903000103,onion
29.003211205572807,14.59242267803672,65.09659598796462,25.59915620986794,94.79101485648712,6.769871336877713,56.86076099594349,almond
40.56045814678575,10.895615920922879,139.7264479198839,22.78852909441982,85.75053817180756,5.947728563375327,137.82048643809952,almond
84.9981934874217,57.356056610004295,36.88032648577145,19.458355619107813,45.340406966121506,6.896007754185454,150.13133253763453,plum
35.82057910585245,40.761125601972374,46.528624105099304,16.334094492950186,87.87786009958977,5.736326115597112,138.87236133390718,buckwheat
97.35991933638869,5.0,5.0,26.664636461842026,70.86053429232385,7.748729721001399,110.3176158267605,betel
78.15654472338656,5.0,5.0,21.011002931625796,58.48837043018932,5.308614882005781,131.14731328445555,coffee
47.76786126802547,21.44410048718703,132.73220097084015,24.93699853111718,41.80815832772593,5.216937706829856,84.82771220978003,blueberry
38.54285351115932,26.994954186960648,102.82975379281321,21.316948323160673,91.62899012024747,7.149106569446543,20.21,sunflower
76.81806365995337,48.06112849323973,5.0,26.93634415741941,85.83387263784812,5.793793161736275,207.73210230303636,hazelnut
0.0,44.67976901653718,5.0,30.37146557216402,71.72173323596775,6.83491545347554,193.55364552223259,mungbean
76.50358535815124,65.24389175269906,98.59240317102409,28.909298080083847,52.034729996277136,5.602133776031401,85.31986138191381,mangosteen
55.31002349198972,54.45920478879036,82.58364729450875,30.846127730181653,60.31431826217622,5.814613136001252,115.29147976483587,mandarin
87.44291475379379,85.00695542102167,82.83359990671656,27.01810047877513,61.25184369350954,5.18377510835058,104.73880923953973,oats
25.941341042917955,68.59025690843698,71.68597521207428,26.037110518635064,78.99070878749659,6.621726030466866,20.21,beetroot
63.86799064904877,5.0,42.353168100785595,27.676575584674325,47.548133629822466,6.456304906168698,147.31864439849892,quince
79.8954152774727,89.25786673701977,90.25804044942491,29.638120396531583,77.19111089086613,6.06122416796825,38.725396073585685,lemongrass
0.0,34.584565072122544,150.70316701486092,22.162732795617146,52.93740293488027,7.014800439669543,30.95253294910796,soybean
74.27035275810181,75.29727983470606,25.73804626330159,29.603790628623,70.07828005861909,5.433778240454657,30.31711297040175,peach
140.0,52.75133086962956,5.0,21.247523157732942,60.884737268497446,6.367596419456136,138.250827494193,yam
21.09045902717487,40.428893976746664,78.88755169421788,32.87735133295311,60.84305018841964,5.3420176004178455,71.1022929263305,raspberry
41.15962430107508,76.22084013406004,102.83144319093245,23.64635097293183,73.5640451978996,7.280317719998102,73.14473090164681,cauliflower
0.0,66.98312291824958,5.0,26.48576307969301,28.436582503970683,6.83709577616934,46.99060882977939,guava
122.4713577089585,5.0,109.66276563813162,15.63542097109384,65.7387472046612,7.353316963656833,64.51133061158691,soybean
10.919148051837489,83.27386419748979,43.615002626658594,24.42744572566392,99.98,4.847351792637559,112.35643372019821,date
43.86967527472456,12.536959054749957,5.0,27.48369387578866,90.0874111421396,5.5431799953980265,184.14184195652098,betel
38.36809310769312,77.45856953339707,76.94219187661932,30.403064157881836,99.98,6.57328195964057,122.2690425986035,pumpkin
16.52828877723958,31.908377703583017,33.88318161943893,25.249267334796244,99.98,6.92922961341876,247.54172242940803,pomelo
74.38888965662177,7.843929232440907,5.0,21.61904866624434,95.28480051332127,6.010837292504423,180.87959292173437,pecan
88.27185934914824,18.97897210274951,65.69170716478422,21.375565713366683,93.7601365601772,6.5518850011273395,156.4477570587155,sorghum
71.33114230943599,5.0,61.17779432282579,31.808436368177006,44.85957796205334,6.899106102022869,20.21,jambul
139.06043314210928,48.354406241581344,43.38961565741734,23.086591554611886,99.98,6.492423446854049,134.89790905920273,parsley
46.29413503262861,29.721085740014054,116.15608681731548,27.510448869458887,68.19722399941026,5.686272092894898,138.71367429802203,radish
43.45633129702729,46.112325448550344,19.665295445137268,16.165435178581067,61.6435330131083,6.707072069895666,136.36428174966042,teff
0.0,37.45195399670876,8.58057124417094,24.066410037182372,82.34871203496054,7.039125924425733,83.54965409378548,lemongrass
1.9069953245215459,66.74853280199385,80.16101929718099,19.359495077343837,93.04716674812609,7.397383888948863,20.21,peach
129.5745149514353,46.82777391581479,103.6728430571921,26.974618570549424,52.95917753679399,7.509122152041681,88.37336497014203,guava
87.22404320475313,16.059868918434383,23.15985384503843,25.114098057891994,53.715211314858664,6.995791249379612,49.97851818282135,sorghum
42.170941563277495,100.88808502267398,12.570932819625554,19.736321682605343,57.29518973047095,4.193919033584345,187.9972115450164,cranberry
76.2337207953619,41.81334494105211,5.0,25.446276084095096,41.15336317482819,6.440983896616281,118.00512607933653,guava
96.32317639346788,66.87145002865668,78.93791054386904,16.406177903216793,99.98,6.883423495310511,162.69646742852177,sunflower
76.92226126959909,41.131353574427465,65.1917474749063,23.511612320953105,78.76857473342793,6.3817376111164625,208.2145794433751,tamarind
23.540076991698196,65.76070063766365,33.40529546503876,25.85408298559909,63.11257184104491,6.941822179101755,97.23182866440567,chickpea
54.08405196686316,24.7824127838991,124.8528323369613,37.12899088796003,32.27470336952373,5.490652552063804,194.40354575013032,starfruit
53.88248199446017,66.10528353814009,63.870690345562295,23.031326879426263,39.272138897026025,5.848147728324469,104.23693397995466,fig
140.0,80.83742245529548,109.56669040305323,24.086691987367615,43.32266608802734,8.072124212926624,108.69811524773326,currant
51.3370340715057,109.41118061482945,116.92185771902125,14.710488413568315,99.98,6.450906673298295,149.9093914433563,peas
77.60440044380954,79.94728353304403,5.0,17.739914016384024,47.247598424202835,5.342537900794269,119.13036186663892,gooseberry
79.35976228389057,31.21299043771834,25.890933032631235,17.355741986688216,75.4564140063178,6.3071929710215535,214.96192901038387,dragonfruit
69.68607502134837,78.20918530450516,48.75546465200496,21.712933805025305,72.48756253989644,6.035583242439095,75.69724950758123,pomelo
40.13195326532146,55.61973433224148,5.0,20.303002950237413,68.01000265109107,7.07916169480221,182.58077936832018,clementine
58.01340270860769,36.94912473649053,157.90519073292245,30.027447760546906,56.36073695053648,6.629498089902384,132.566998102659,sweetpotato
7.422729917518588,102.01951130956274,18.416348385109778,22.742974728489838,64.2397701368809,6.857628857614595,129.01688853870766,betel
44.59289424547644,86.40544040439141,110.51247330973668,20.095101633954652,73.35300409261286,6.30792027073796,124.86582283313422,taro
13.957344807987475,42.101430080537284,5.0,28.536646784329342,99.92928750616547,6.302753774511399,129.0599429865092,zucchini
45.33905106523968,91.9603070502942,116.32896891287186,19.160797314262645,81.37185149849181,5.8346586182216456,198.729259234991,cassava
57.520119103912094,101.6979711790525,153.54405265274193,29.1581050288129,55.919380290872056,6.115979136705547,96.66533664067713,jambul
67.37444103632197,5.0,32.547171068891686,20.69459327973213,78.779338269017,6.198951839830801,170.50838069191445,blackberry
140.0,57.09747900602517,5.0,26.193466574556282,61.709049281439704,6.32012425003977,123.90038870444036,pumpkin
0.0,36.28289321700762,36.06380702595327,26.059144874566893,92.95480617056634,6.182939343292408,141.78086129113757,soursop
92.41072401838979,58.408485079438734,86.0067763236994,23.919149879204987,19.054220092982433,6.89064275018485,135.04348339052444,raspberry
101.7470340439857,22.565180917718525,5.0,17.31105311311299,99.98,7.624534460055049,131.72367471460984,cranberry
55.101596466145395,16.355595524904757,99.85427149521507,24.522897819147346,73.98082597214014,5.977276074173798,66.68906563732637,mothbeans
69.87076546347271,5.0,36.75660621528714,27.393745071692152,86.6888616963032,5.683026303409181,67.71315405259952,mango
53.99108063341934,39.71887853426617,113.5408869049374,25.834187213035932,99.98,7.156413393774665,27.019624134912775,cherry
57.2245050689053,78.53002226645168,71.06984370934669,26.27299894822833,14.26,6.987773590100944,125.61673741586671,soybean
10.21088765911017,5.0,5.0,27.421962645870767,99.98,6.669065754034369,20.21,garlic
88.34364773014917,62.270319341876345,9.270307314784795,23.33194410491518,76.79292312560362,6.875476647492922,91.23289789404117,yam
78.36446913565233,85.58083532303394,39.57938131758411,29.10381055336896,99.98,6.586141147514413,132.0916179900766,cranberry
86.18524555043905,50.02572392720951,85.87459502745196,20.34647509505909,55.55065947448321,5.912692331749164,64.524569310338,pistachio
101.86929069660223,91.0217135109709,5.0,19.05118579202882,95.77468988653956,6.5386713118464606,132.83295534553878,cherry
24.301054070793317,76.52603584785811,5.0,28.561944493761004,99.98,7.359172922997325,32.49227767129911,rice
47.28229554461947,86.27034021218341,93.12100564031968,26.448185764045437,34.43436828145153,7.238772223469765,89.51926588660952,taro
11.21368001822335,80.69499669030779,153.02065064202253,21.86463996010575,64.52765451833825,5.888297284749924,194.5015174268326,amaranth
12.905875404138648,38.300668460054546,64.53924569327931,24.397348027502147,56.00429194927382,6.590814544535745,180.60918306123668,chickpea
82.92485828028899,37.229330683713826,75.31508012783476,27.90789626115614,81.75301400012103,5.332813101511633,136.07201559222761,longan
50.572311068385794,48.86143827925875,27.221188013542175,30.543598751874573,44.46236370742396,5.305984932958334,172.43702028230854,bamboo
49.28908722550533,15.119785831549784,5.0,22.063558599342322,87.08179261472169,6.549242219854234,96.97788613323551,amaranth
88.36101300225019,23.802457800027806,48.36152607691676,34.067132592871715,81.71707656337023,6.381059771245281,60.82214694873005,chickpea
39.31026696821853,99.57645740241006,124.01019022437279,24.842241004052067,85.27914466994632,7.111967189619889,87.68883941777193,lentil
0.0,61.67448121274949,37.40028400126671,23.83883331201807,99.98,7.020901356784594,180.25345456697494,melon
27.669548229307953,109.10441741827077,87.6880655265162,21.191783031951463,73.28738015354206,6.635294815741862,121.27105174165555,cranberry
100.76542427372561,14.03558885695007,57.388619689022164,19.419524523844135,76.89672703926871,7.338135965362282,129.4572642921734,oats
0.0,63.58647233647493,89.05886301064159,25.214087756638452,92.32866997476381,7.460936040693,87.18903520765338,apple
60.35451057096684,10.788072583369555,37.217436469431306,21.64461678694878,69.75986412429295,6.908228324446477,103.35774928656642,onion
34.14889227592184,5.0,113.63644356868659,22.19031350466851,88.45115367580038,7.249143532112305,247.7633851386699,amaranth
98.64644913339083,41.68578175054023,62.46899248290472,32.500985298532434,99.98,6.928310412173854,126.66920287792406,hemp
6.588133920180979,76.22853106899673,123.04413768136797,18.19857236889591,56.72598098680752,6.44732717282607,93.34697508630332,apple
137.5856703130898,25.38898859742325,28.517925326328157,25.1664073363594,65.67685817208805,5.5695559527730385,116.33878806323607,ginger
38.32014391797601,44.029685031771734,11.568682283584643,25.360857583895722,82.14637323956752,6.133243588813777,117.95544864506076,blueberry
69.26525525962373,105.90577971003472,9.62996849334857,24.41723033824486,85.01535970829845,6.794926505944187,119.338095458649,jackfruit
124.49450056765032,66.82124890561224,64.71030902649002,20.85721522393283,54.0097768250979,5.67129330532725,34.4599136959648,artichoke
60.29359598851852,71.65542276003187,11.98900494847102,23.541192498630217,18.16737522105121,5.83103212373709,61.44388574941637,walnut
2.328676608143553,85.08397608428754,5.0,30.09117533680827,51.40017527190116,7.712441800900539,109.58284510012402,bamboo
93.52469171445063,59.56853260383331,96.62388400973683,25.153857624282736,79.20522586963263,6.659043965057066,163.62923778839183,longan
83.10241912951744,29.91115718223868,5.0,17.602041203672634,99.98,4.416413391816892,140.28719291616383,amaranth
81.91327734281712,46.21151276967622,54.31014216050278,27.068778440425262,88.19402391040637,6.012292020379211,35.56547166100064,apple
2.9002558304596207,69.25477384973267,160.1724797630971,27.8567639472513,57.12661865953654,6.972091579519407,21.432807268986224,nectarine
20.27031193169145,68.70192995811969,10.65623676894078,30.599100939366096,56.82871474225205,6.456404647213055,157.24190677278915,papaya
68.36118213750333,68.28580235391313,5.9816000526596085,29.721353093280374,65.93818658392125,5.920924947547955,89.57821597240633,basil
94.10675084164288,20.132382521049657,12.09726603236507,21.49708102379011,78.73996420830886,6.794000427323593,20.21,chickpea
28.506939651897977,21.22126366500013,140.79454542027423,31.93201036513274,48.425614569018045,6.005744353371797,123.16348945316503,wheat
92.03606116222497,51.74936342609089,19.044676811277995,14.521890657914419,68.3833711800721,7.368005788063082,97.19422256488637,wheat
23.09700184005343,5.0,69.50669581291358,23.469568359624773,42.554881513892155,6.876018799125694,84.99445302211839,quince
34.99772465984158,91.73872006189718,58.437968676516334,19.985322308823648,70.59658060191754,7.06162633432611,119.27731158348647,mulberry
102.05178070588644,44.990136344625945,35.0577152690524,23.49271489844522,77.40677828050973,6.061354199265454,108.76610240733432,bilberry
115.85989529272004,56.51227336326707,39.22917037329891,24.934095722000514,93.40456546741973,6.5247155061973565,42.931089562917876,currant
48.64720349695579,12.580634455940348,89.58238268071796,28.6452290959322,79.03244601236965,5.917272522156044,61.99881353560641,pomelo
54.34016047873715,78.22623511532763,115.24952309559562,25.4006829693786,52.844134515648534,7.4043770790505805,221.00969108186888,lychee
52.93207830286226,41.310007578542766,71.10387365989023,21.020810368861113,78.48958615316879,6.865746425206715,108.60726669806473,wheat
51.80822898292066,14.705738166425945,87.33237895516373,22.597693246116123,99.98,5.557214090754366,118.34608308425709,kidneybeans
89.48347593967281,63.04520469668214,5.0,31.449343324553645,99.98,7.173452189663104,52.16108050988287,barley
87.78966824173574,99.91151188083771,56.42347862683934,28.333964409244626,48.40443313403942,5.594920353345103,42.65014266392931,spinach
75.69518953875108,77.4286765573211,5.0,22.484540069495303,88.78618156016768,6.162065315624819,41.01591543496717,beetroot
90.56509140056096,38.06926762155581,75.9660098460903,26.047065132633836,86.35795194328472,5.87034016236739,117.41164116906756,cassava
114.56759508839056,21.48159726850742,50.37694851508411,32.69310004648648,61.039019831901925,6.785203315008858,79.65130766165379,starfruit
88.83417732916249,36.39439837681873,5.0,26.803619866114776,70.1756965686688,5.894019167144904,20.21,hazelnut
35.266827050747736,83.00628068723667,32.591373326167016,22.313332466752833,37.57776298773214,7.187887841932456,115.44344709872428,avocado
106.00340872046293,69.447752302584,5.0,20.820273822178976,99.98,5.269263862106241,20.21,cauliflower
11.53454060006576,28.322450266756913,30.263068654797504,26.34487388776731,63.97575038532509,6.770792801256298,51.363590366834636,onion
64.26860044146038,82.55291130001604,56.35239499085098,26.160827215742323,65.45850540751341,7.75885560434749,41.02063034146238,dragonfruit
40.420732288593335,70.7273629845395,84.61379684158432,38.50614189086565,68.67874011015324,6.5283624522535915,121.5537861723115,apple
24.73949078432034,37.93073682287634,95.26553767029236,19.606243966432974,49.621622953766675,5.014300327204539,39.164095075340256,fig
89.34500978363295,73.37636347798377,5.0,19.876316461589596,89.21545794245809,7.376011931274479,20.21,muskmelon
68.14159311552345,57.03191161847787,75.83162928120919,36.43933464514025,37.78540790281035,5.698045084701815,225.8504874442375,basil
33.603430897832304,76.30545808681221,19.234280603915927,31.0724659659515,61.53642730394012,6.805821528364951,30.776384435240388,blackberry
50.7310230955252,65.08966182472814,12.538885944294783,20.786159207062212,44.75098089890126,6.916306452679329,20.21,melon
89.56161600926686,34.06988394324324,41.029523762231705,25.243329200690496,24.589091292944318,5.487394434974522,109.21425979276641,parsley
32.25412480461088,103.06522054605843,53.6703351481312,26.34860529348726,90.31221121780604,7.1175078852461,38.72829856607177,cabbage
36.64220701018594,62.06079230374165,5.0,30.40237887870377,99.98,7.016444211215936,112.20289029752209,quince
51.384331735279964,30.894726565686273,86.87712653791448,25.67453262205157,47.20940378405981,6.772531604556834,99.85931366023547,salak
9.778511790007691,39.73407211155829,107.20075973139205,27.367962592299772,69.15612012509587,5.975788257969065,90.23631774214056,sapodilla
68.31942849667882,28.03302977262236,20.17087821708372,26.45452144896634,16.07939730360497,6.544088256281856,66.43642731700278,parsley
0.0,90.14310272306525,177.78301039717627,23.750684519794415,71.45263114429343,6.262670340401881,136.09628595324347,zucchini
30.154818515448387,24.251332180209168,5.0,24.351909655578204,49.481380167988604,6.0310021840559145,153.5635439749467,tomato
45.5253311175909,24.986667256891202,5.0,26.685884821826797,63.93578647229006,5.178818036687598,76.88277578625042,chickpea
59.26997155375437,46.7322241742762,125.51111938801859,27.221782094722276,62.45801494817912,4.990962162312672,104.4469132921785,muskmelon
28.426502470192087,145.0,80.95901699293819,23.95492309302641,99.98,5.875804826824019,45.70821449431815,macadamia
58.842455708570625,16.306059497427327,31.365545877289396,19.951387081094914,53.397674864089176,6.079035450863083,45.674420768641134,barley
83.76282656659137,75.57859014603707,37.4583801965882,25.89667858888541,45.17073242818393,6.492898429655019,150.10918851933758,apple
74.7382036817996,67.38572093815176,97.31097718693667,26.862908316124035,85.28160728297941,5.282379861672731,29.445287273003174,pomegranate
55.008089996434606,7.342414130243519,95.17243142048862,24.110391112683022,60.995094274322376,7.554740773783875,97.18554707611634,buckwheat
48.52143691340502,5.0,5.0,29.865060387156745,52.32116950658627,6.24386291735605,20.21,jambul
51.195299646313615,5.0,76.53791595258792,21.617613868130004,96.25262918649004,6.542288309354567,119.89820538309165,spinach
101.43255899896218,56.68632798936939,54.249183969219615,29.785430254598474,84.09497966920307,6.4130338181899535,174.5270097947464,sweetpotato
31.922251583548654,5.0,28.897350984003587,19.8879711670903,18.478973643911864,5.164806932328062,74.6198661230823,plantain
2.300090986860141,9.654741307396932,5.0,26.217292752300338,99.98,6.275572763303768,119.9250318288495,cucumber
0.0,115.661730109806,5.0,20.223232183886772,55.94073217368764,5.080406362099721,20.21,celery
28.605936042968956,49.01820943699026,112.08269880634367,20.495965501490254,93.60124646437464,5.006167019684445,116.89590718388864,sunflower
82.50333270271419,8.475772725242827,59.03955272481935,19.252711314420825,77.81268089956887,7.49428579798249,25.421426970102758,pistachio
10.219394393354264,74.52983050767705,5.0,33.33109412610199,99.98,7.270879689610583,48.157621646290785,sweetpotato
123.32371981956707,78.31953013423167,102.43636463383004,30.057052939376625,97.00370697402256,6.4635903234846515,136.21818922051693,pistachio
37.627569642292094,30.90164132521995,91.10816771508294,23.948423052492103,63.290585718060555,5.5071551894628685,147.06607895215976,clementine
77.03400214199053,24.306537591033813,11.19552009889103,26.703858688545438,56.6149984515174,6.075988754213581,134.7742169662612,maize
0.0,5.0,147.66348628131192,27.600108590346103,54.34050890716337,6.53086026043939,93.96428755930683,buckwheat
43.19321306819164,69.41382718147918,100.97851254208817,22.867407840329978,69.92676083792166,5.482394602521105,174.894688944744,mango
32.99635744726798,15.746986058763753,94.53854563505803,23.560509596052633,63.500335755760965,6.854726430131904,142.18800388289296,hemp
66.56942518968965,37.092106854577565,26.528426853223834,24.93282518489087,61.77453168711969,6.130618188449571,163.19038560357063,peas
0.0,24.20232731788476,52.2606680624601,25.488091537155736,26.130354993526858,7.334053803330679,98.82761596078592,millet
100.55033115076175,52.2864974247879,52.10246393947051,20.03448188982697,86.86781473094446,6.55338789981411,101.11713492039742,buckwheat
114.88347720329816,23.14122853128097,60.64812207681138,20.66314229250982,46.05948031960226,6.169082525856075,147.42975690603936,olive
70.39173703155083,48.76569269452335,91.18410018041783,28.176360912908724,99.98,5.551028368825328,172.13483506270808,jackfruit
88.9524594534567,25.950303267587515,127.0826703154679,28.353697135191542,87.68892631879555,8.077389131057053,96.81005713953245,teff
67.22669959944008,52.68277467128205,5.0,35.874012992676555,46.51666548782683,6.689765978398474,99.84808473314374,cabbage
77.8243562657437,5.0,21.593453489677806,24.77083188348546,69.29492560576291,5.365591234099799,63.50648575373371,fig
50.61738439344839,30.176850172252646,62.038375710456975,30.515300619705886,66.01056065849997,6.8414054934063016,109.13939069459137,salak
6.5618215384342164,57.93332671349063,39.64514753786136,24.83726750714631,54.275381029445896,4.827912184310417,152.24263797800077,bilberry
0.0,27.004731802482755,22.180068832715175,15.10402760002155,33.27841138590364,8.103733870935777,79.76509849078391,rice
70.91710641180123,113.54541014332393,52.62495666528439,26.16593502189113,39.69858897192012,7.970757975527969,163.4061900399887,cassava
55.91972286901074,39.648961766742076,102.47046375750662,26.41552526134938,99.98,5.043303487058597,57.00358456180772,bamboo
11.948775063225,54.385176634833094,22.108612686417928,23.738270067772167,88.9420761415818,5.301682355084365,27.521934643338682,tamarind
105.81294314565426,61.75652255794761,5.0,37.4881240293635,45.64339637313789,6.750004457469587,192.40571762156154,betel
115.44369130467103,5.0,7.7054836037969565,27.110749503386504,27.67718909404433,5.934935031320483,176.85649746623898,sweetpotato
20.86510420319961,43.81561804674111,5.0,25.33773490313317,99.98,6.384008160163549,135.79733627469867,okra
6.511237600200502,85.65056510136137,75.1797465916061,31.605424685493684,69.43360751605505,5.192731916306828,111.99866037596681,cassava
84.17722365373248,87.90459594510413,201.30352016602734,16.988963016145878,68.27311404665699,5.745628106055289,24.54892768919234,pomegranate
50.44676274687135,57.89903212956018,77.9810708062194,17.09499531618794,99.98,6.453274691550407,129.9074791854801,bilberry
55.03172520962547,5.0,73.2783457874239,26.450973344263186,91.46923014304681,6.358896170152729,87.02160373553754,plantain
105.63881927686013,31.27145363535656,39.42710713418549,29.904013606195576,88.4017889200793,5.788451516933829,173.17334048159898,macadamia
0.0,74.14763640875402,5.0,26.618522122318254,61.26800892320706,5.727426289449646,107.05596410953491,hazelnut
107.6907002782458,43.15519370039952,5.0,21.95518714771723,84.96366214511279,6.443670613479698,155.89790998913622,pear
63.761876441706384,45.42801446562552,62.57260440774791,27.852684344561467,90.29722652954514,7.9024539781922325,133.01939002283538,kiwi
125.65895307001236,98.1011005964409,36.17138725515052,25.445975406947507,99.98,6.135243633633867,23.24139006200366,bamboo
69.82941404995297,56.803364001065425,31.825779444330273,34.08322577924693,57.200272777955405,6.639411634256942,44.278692571788454,sunflower
31.819486954641565,79.72660493387195,19.055092806176663,27.516978409901302,65.02367678656378,6.797430821737521,239.6836171790394,blueberry
42.114928795104596,14.562247858835974,79.72391214365105,25.178683577513528,49.640835179867295,5.7543824590080375,187.25264699462804,salak
59.873158387156565,64.08258795668834,65.75261389405654,20.789059818922144,85.22920682203181,5.610158658029664,65.13636651740406,clementine
20.539360985815737,58.822469774806734,72.18628219956224,22.44388438465947,99.98,5.256429558738746,113.08651875585666,pecan
79.09431979648477,56.17544828473491,19.194327915539027,28.45099231953742,27.145390823801513,6.1873009939047705,116.77348799264453,mango
21.59319158901594,90.42857027249272,68.61757742054573,15.531230867237626,90.10634412985536,6.871750774023291,105.30553865735973,pear
13.510446595724247,95.20687508334149,30.20453697405446,21.409180075881892,99.98,7.007079820288487,138.8086114779586,mango
88.19793483869549,66.27287304845092,48.647834197925576,19.54555862166623,99.98,6.628346230830892,69.61551812192175,macadamia
6.801812641512498,89.81335928472011,129.94345783926494,26.0849824367716,66.13787211552601,6.838316038164256,20.21,cucumber
96.30343189191993,73.68482635996646,45.77173041196061,28.576629974817365,55.54340895804978,6.519244423812643,58.26554383340749,spinach
54.45308976027922,61.33962529349189,74.8396664679587,25.366167691166208,99.98,7.506443383335977,20.238549015268518,sapodilla
25.413055358395084,111.71091586335268,5.0,32.505772948275215,60.005766759324445,6.594829020230889,175.17887391439672,lentil
64.87222114513062,5.0,5.0,29.43611757212202,66.67272235654453,5.619290714160274,79.0403067938471,radish
70.80426847414277,66.9299569345885,44.92557675271841,19.222297536305355,80.75216178824655,5.540282209843699,125.59113919001966,mangosteen
42.57949455921162,5.0,83.11105667008539,25.363803860399017,84.74825650397662,6.53718856874513,169.90623868051853,zucchini
90.26346588221566,30.289275199851176,58.702383140000144,24.011153702231677,95.84702671033331,4.6776118574257834,38.55065824374256,barley
16.75448699409972,103.2290873913829,53.90839512544289,21.007294136129914,99.41077191122045,6.401037168683797,48.42213520923681,mothbeans
77.54925901772222,56.34386406743763,47.939716400642794,24.0196684956383,70.91916618136541,8.471504277114606,111.13107165357393,leek
87.80932480238168,64.21692543772332,67.77874583870995,18.731424074934043,41.40924163583739,6.535891005451246,20.21,cauliflower
46.363729917554146,40.41532537236426,72.69488221183585,28.80736869832564,84.26138738955191,6.1148997360035695,62.75224222380005,tomato
2.324819177751273,99.47988334297153,137.9040326099303,21.345464294828595,99.98,6.002247778140888,96.47024085208413,kidneybeans
126.67466608836509,30.546289693789817,5.0,20.582973462790196,46.46227441182903,7.825896350691727,152.92636852895882,jambul
99.27933009413448,128.49962002337574,62.066777237982635,22.552780607712698,67.70978976341546,7.081642616179714,105.6071939027868,coffee
97.2673992662346,83.24896826403517,5.0,26.180933791965085,49.87721484748902,6.289672192730858,145.17937195284352,amaranth
78.08625267712162,5.0,26.250117972047235,29.45326854161738,82.8396921048786,5.412116042233757,43.087966653257446,onion
74.4348031899953,29.77325499208878,54.704861620593725,23.35568200697292,99.98,7.082085849112534,45.57995746877187,bamboo
117.42135837342927,56.24000118747231,56.342750311279076,24.869515431405066,63.96223167809665,5.951754463441219,89.71671779877202,blackgram
43.44094145011183,44.09340192118958,190.97134920680685,31.46422967472799,44.16723753498156,7.288462220250584,219.88400320806207,leek
88.82570130431618,22.563195995009202,70.92857876537188,31.977517368984174,45.522039644085766,6.290006587942619,153.12947184112778,muskmelon
45.9015007906438,72.64320001190683,5.0,27.042980602782166,73.58924737446188,6.954729544991836,178.71623553877816,coffee
46.30620030177924,27.926097810376344,51.177797310147454,26.870873218813742,76.36909003101806,7.510315184659595,160.18788367247953,orange
61.63212273440398,13.324262231284855,40.96535669883576,19.78791619592358,60.13498120905,6.300412707135938,109.85615646146778,jute
76.68791824429897,36.26962783880446,89.776206994884,32.282015956525406,37.73429737226548,6.89591576756523,145.19774880457464,turmeric
32.05561831981841,47.17711617813582,87.18250206854526,36.17796597203743,66.6385052040434,7.306150495935395,55.139121958630106,parsley
113.81720333364231,12.572924443166421,5.0,27.545347190021793,80.37079560523682,5.350325831905986,81.35681289235359,guava
77.44939936980948,58.10089795050124,108.67763833064637,22.83281835374509,88.63232529358386,7.1735914077657466,76.54161750158286,melon
37.66384017337371,25.349356942092992,7.493355753289265,26.970672184654628,33.36912892379393,6.844889768454632,29.369648068524384,peach
58.718083739880896,40.63874764013838,18.226386251280825,35.743075204071154,90.22050036963225,6.7671149187417585,64.57264641783422,coconut
44.7946918596195,22.71797154134601,69.99431442400348,29.381480162514997,78.12311934601827,6.858963798994699,81.88169407164631,almond
64.2687703159739,74.46246047178369,103.79759273787064,29.392300354104467,82.9792957786636,4.777144313988241,20.21,bilberry
70.15585387776107,57.552810137732074,60.52938350053266,28.097680136417864,73.74537868342411,5.053428301288879,229.7617072068531,papaya
18.47999102562985,43.37965450794112,87.34110996846842,28.37783336799545,66.17291383699767,6.879952616254011,20.21,breadfruit
87.30201024028443,87.26899765926619,48.72129005383937,28.47978004530438,71.17420842180711,6.721185504609663,142.9512044128858,guava
51.641960725156956,129.74875748700336,50.03735209595027,22.88696633432936,51.38926966748558,6.675684918437287,38.69969429678679,barley
42.65264194089853,50.82023047448358,88.61206788892692,29.92394880059965,68.11542512626102,4.6450336216615815,146.5566804986168,asparagus
44.11214833747942,82.80632338395571,58.792695848702174,33.74550385912375,49.95029350264427,5.774502983440029,110.69076800354142,bamboo
80.36704333214061,67.92341145829862,5.0,25.146963219121858,57.43762646463524,6.726792880320373,227.45200421245778,starfruit
56.186418560401066,5.0,89.0215932740127,24.449575025393777,83.46784213855348,6.8743352674990685,79.45299888611709,celery
126.66979799880593,125.40785836358002,60.37356888824641,21.39165617752351,99.2766317588073,7.072101264254618,62.704974252591185,lettuce
19.694935307389155,70.76496545370522,74.64798350935368,26.29310192188059,99.98,8.233646227811082,20.21,parsley
0.645521226332292,5.0,22.51644286836245,23.827354665046872,67.22493013911098,6.9427690584316535,63.309757589348784,peas
30.310730657217597,28.85119121648343,42.48922849129857,29.500601567638867,94.64088684014392,6.9142843982426605,90.47258369262612,macadamia
5.625880742584364,40.927596594207934,9.560847430287502,28.56471547832942,16.998764260977474,8.009362310879297,101.42613925073688,leek
52.88043622226052,109.98699656298726,31.441119863651124,31.272031456177196,66.2748760955414,6.198009584112959,80.96673945982543,grapes
79.60083966951095,23.149966059464603,80.03073417508607,21.545639978866507,62.678804714669354,7.106125254412297,37.707482334766,asparagus
